Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
New Feature,VYSPER-8,12423810,,Implement XEP-0060 Publish Subscribe Extension,mjakl,mjakl,Major,Closed,Fixed,26/Apr/09 20:48,26/Jul/09 17:18,
Sub-task,VYSPER-56,12425011,12423810,Configure a Node (XEP-0060 8.2),mjakl,mjakl,Major,Closed,Duplicate,09/May/09 14:00,26/Jul/09 17:15,10/Aug/09 00:00
Sub-task,VYSPER-41,12423251,12423243,Build: Mavenize,niklas,brainlounge,Major,Closed,Fixed,20/Apr/09 08:23,20/Jul/09 13:36,
Sub-task,VYSPER-148,12430605,12430595,Destroying a Room,,niklas,Major,Open,,15/Jul/09 22:19,15/Jul/09 22:19,
Sub-task,VYSPER-147,12430604,12430595,Modifying the Admin List,,niklas,Major,Open,,15/Jul/09 22:18,15/Jul/09 22:18,
Sub-task,VYSPER-144,12430601,12430595,Modifying the Owner List,,niklas,Major,Open,,15/Jul/09 22:18,15/Jul/09 22:18,
Sub-task,VYSPER-141,12430598,12430595,Subsequent Room Configuration,,niklas,Major,Open,,15/Jul/09 22:17,15/Jul/09 22:17,
Sub-task,VYSPER-140,12430597,12430595,Creating a Room,,niklas,Major,Open,,15/Jul/09 22:17,15/Jul/09 22:17,
Sub-task,VYSPER-138,12430594,12430585,Approving Registration Requests,,niklas,Major,Open,,15/Jul/09 22:15,15/Jul/09 22:15,
Sub-task,VYSPER-137,12430593,12430585,Modifying the Moderator List,,niklas,Major,Open,,15/Jul/09 22:15,15/Jul/09 22:15,
Sub-task,VYSPER-134,12430590,12430585,Modifying the Member List,,niklas,Major,Open,,15/Jul/09 22:15,15/Jul/09 22:15,
Sub-task,VYSPER-131,12430587,12430585,Modifying the Ban List,,niklas,Major,Open,,15/Jul/09 22:14,15/Jul/09 22:14,
New Feature,VYSPER-129,12430585,,MUC Admin Use Cases,,niklas,Major,Open,,15/Jul/09 22:13,15/Jul/09 22:13,
